title,genre,,,,,,
Dum Laga Ke Haisha,"Comedy, Drama, Romance            ",,,,,,
Mary Kom,"Action, Biography, Drama            ",,,,,,
Satya,"Action, Crime, Drama            ",,,,,,
Chaal Jeevi Laiye,Drama            ,,,,,,
Aparajito,Drama            ,,,,,,
Chaman Bahaar,"Comedy, Drama            ",,,,,,
Kshanam,"Mystery, Thriller            ",,,,,,
Don,"Comedy, Drama, Romance            ",,,,,,
Boom,"Crime, Thriller            ",,,,,,
Bunty Aur Babli,"Comedy, Crime, Drama            ",,,,,,
Chakda Xpress,"Biography, Drama, Sport            ",,,,,,
Hum Dil De Chuke Sanam,"Comedy, Drama, Musical            ",,,,,,
Roop Ki Rani Choron Ka Raja,"Action, Drama, Musical            ",,,,,,
MTV Roadies,"Adventure, Reality-TV            ",,,,,,
Zanjeer,"Action, Crime, Drama            ",,,,,,
Namastey London,"Comedy, Drama, Romance            ",,,,,,
Kumbalangi Nights,"Comedy, Drama, Romance            ",,,,,,
Shubh Mangal Saavdhan,"Comedy, Romance            ",,,,,,
Gang Leader,"Action, Comedy            ",,,,,,
Commando 3,"Action, Adventure, Thriller            ",,,,,,
Main Tera Hero,"Action, Comedy, Romance            ",,,,,,
Phir Bhi Dil Hai Hindustani,"Comedy, Drama, Musical            ",,,,,,
Baby,"Action, Crime, Thriller            ",,,,,,
Ponniyin Selvan: Part Two,"Action, Adventure, Drama            ",,,,,,
Agent Sai Srinivasa Athreya,"Comedy, Crime, Mystery            ",,,,,,
The Legend of Hanuman - II,"Animation, Short, Fantasy            ",,,,,,
Paa,"Comedy, Drama            ",,,,,,
Jugaadistan,"Comedy, Drama, Thriller            ",,,,,,
Rock On!!,"Drama, Music            ",,,,,,
Qarib Qarib Singlle,"Comedy, Romance            ",,,,,,
Rocket Gang,"Comedy, Drama, Fantasy            ",,,,,,
Hostages,"Crime, Drama, Mystery            ",,,,,,
Sin (2020-),Romance            ,,,,,,
Band Baaja Baaraat,"Comedy, Drama, Romance            ",,,,,,
Dream Girl 2,"Comedy, Drama, Romance            ",,,,,,
Dhh,"Drama, Family            ",,,,,,
Gorkha,"Action, Biography, Drama            ",,,,,,
Kaante,"Action, Crime, Drama            ",,,,,,
AA21,Drama            ,,,,,,
Apaharan,"Action, Crime, Drama            ",,,,,,
Shatranj Ke Khilari,"Comedy, Drama, History            ",,,,,,
Karan Arjun,"Action, Drama, Fantasy            ",,,,,,
Singham Returns,"Action, Crime, Drama            ",,,,,,
Neram,"Action, Drama, Thriller            ",,,,,,
Golmaal 5,"Adventure, Comedy, Mystery            ",,,,,,
Paan Singh Tomar,"Action, Biography, Crime            ",,,,,,
RaanBaazaar,"Drama, Mystery, Thriller            ",,,,,,
Nil Battey Sannata,"Drama, Family            ",,,,,,
Heroine,Drama            ,,,,,,
Jee Le Zaraa,Drama            ,,,,,,
Dekha Ek Khwaab,Drama            ,,,,,,
Manto,"Biography, Drama            ",,,,,,
Bhoothakaalam,"Drama, Horror, Mystery            ",,,,,,
Serious Men,"Comedy, Drama            ",,,,,,
Take Off,"Action, Drama, Thriller            ",,,,,,
U-Turn,"Crime, Horror, Mystery            ",,,,,,
Mardaani,"Action, Crime, Drama            ",,,,,,
Chanakya,"Drama, History            ",,,,,,
Chandni,"Drama, Musical, Romance            ",,,,,,
Laadla,"Drama, Family            ",,,,,,
Fukrey,"Comedy, Drama, Romance            ",,,,,,
Daddy,"Action, Biography, Crime            ",,,,,,
Akhanda,"Action, Drama            ",,,,,,
Wajah Tum Ho,"Drama, Mystery, Romance            ",,,,,,
Bade Achhe Lagte Hain 2,Drama            ,,,,,,
Dhadak,"Drama, Romance            ",,,,,,
Guns and Thighs,"Crime, Drama            ",,,,,,
Bheeshma,"Action, Comedy, Romance            ",,,,,,
Puzhu,"Crime, Drama, Thriller            ",,,,,,
Raaz 3: The Third Dimension,"Horror, Romance, Thriller            ",,,,,,
Mukundan Unni Associates,"Comedy, Crime, Drama            ",,,,,,
Adrishyam,"Drama, Mystery, Thriller            ",,,,,,
Khiladi,"Action, Musical, Mystery            ",,,,,,
The Accidental Prime Minister,"Biography, Drama            ",,,,,,
De Dhakka 2,"Comedy, Drama            ",,,,,,
Chhalla Mud Ke Nahi Aya,"Drama, Family            ",,,,,,
Chef,"Comedy, Drama, Family            ",,,,,,
Writing with Fire,Documentary            ,,,,,,
Jaane Bhi Do Yaaro,"Comedy, Crime, Drama            ",,,,,,
Red,"Crime, Drama, Mystery            ",,,,,,
Cubicles,"Comedy, Drama            ",,,,,,
Raaz Reboot,"Horror, Mystery, Romance            ",,,,,,
Any Body Can Dance 2,"Biography, Drama, Music            ",,,,,,
Ram Jaane,"Action, Crime, Drama            ",,,,,,
Kuttavum Shikshayum,"Action, Crime, Drama            ",,,,,,
Agent Vinod,"Action, Adventure, Thriller            ",,,,,,
The Zee Horror Show,"Drama, Horror, Mystery            ",,,,,,
Hanu Man,Action            ,,,,,,
The Great Indian Kitchen,"Comedy, Drama            ",,,,,,
Vadh,"Mystery, Thriller            ",,,,,,
Kabzaa,"Action, Crime, Drama            ",,,,,,
Sangharsh,"Action, Crime, Drama            ",,,,,,
Yaar Mera Titliaan Warga,"Comedy, Drama            ",,,,,,
Action Replayy,"Comedy, Romance, Sci-Fi            ",,,,,,
Race 2,"Action, Crime, Thriller            ",,,,,,
Chalte Chalte,"Drama, Romance            ",,,,,,
Oh My Kadavule,"Comedy, Fantasy, Romance            ",,,,,,
Iravatham,"Drama, Mystery, Thriller            ",,,,,,
Chaahat,"Drama, Romance            ",,,,,,
1971,"Action, Drama, War            ",,,,,,
Thaggedhe Le,Crime            ,,,,,,
Candy,Thriller            ,,,,,,
Hey Sinamika,"Drama, Romance            ",,,,,,
Bruce Lee,"Action, Thriller            ",,,,,,
Kana Kanum Kalangal,Drama            ,,,,,,
The Immortal Ashwatthama,"Action, Adventure, Fantasy            ",,,,,,
Bhoot: Part One - The Haunted Ship,"Horror, Mystery, Thriller            ",,,,,,
Ugly,"Crime, Drama, Mystery            ",,,,,,
Ishaqzaade,"Action, Drama, Romance            ",,,,,,
Khiladi,"Action, Crime, Thriller            ",,,,,,
"LSD: Love, Sex Aur Dhokha","Comedy, Crime, Drama            ",,,,,,
Kolaigaran,"Action, Crime, Drama            ",,,,,,
Chatrak,Drama            ,,,,,,
1 - Nenokkadine,"Action, Thriller            ",,,,,,
Force 2,"Action, Adventure, Thriller            ",,,,,,
Family: Ties of Blood,"Action, Crime, Drama            ",,,,,,
Diary,"Crime, Drama, Thriller            ",,,,,,
Om - The Battle Within,"Action, Thriller            ",,,,,,
Hate Story,"Drama, Thriller            ",,,,,,
All Ladies Do It,"Drama, Thriller            ",,,,,,
Saand Ki Aankh,"Biography, Drama            ",,,,,,
Shivaay,"Action, Adventure, Crime            ",,,,,,
Naani,"Comedy, Drama, Fantasy            ",,,,,,
Zid,"Crime, Romance, Thriller            ",,,,,,
Choked: Paisa Bolta Hai,Drama            ,,,,,,
Nayak,Drama            ,,,,,,
Murder Mystery (Knives Out),"Crime, Mystery, Thriller            ",,,,,,
Vada Chennai,"Action, Crime, Drama            ",,,,,,
Trance,"Drama, Thriller            ",,,,,,
1920 London,"Horror, Mystery            ",,,,,,
Kaminey,"Action, Crime, Drama            ",,,,,,
Joker,"Comedy, Drama            ",,,,,,
Anjaam,"Crime, Drama, Thriller            ",,,,,,
Saunkan Saunkne,"Comedy, Drama, Romance            ",,,,,,
Anjaana Anjaani,"Comedy, Drama, Musical            ",,,,,,
Vezham,Drama            ,,,,,,
Guest iin London,Comedy            ,,,,,,
Riti Riwaj,"Drama, Romance            ",,,,,,
Dagdi Chawl 2,"Crime, Drama            ",,,,,,
Welcome,"Comedy, Crime, Drama            ",,,,,,
Judwaa 2,"Action, Comedy            ",,,,,,
Goldie Sohel: Aaj Sajeya,Music            ,,,,,,
Aitraaz,"Drama, Romance, Thriller            ",,,,,,
Devi Adi Parashakti,History            ,,,,,,
Special Chabbis,"Crime, Drama, Thriller            ",,,,,,
13B: Fear Has a New Address,"Drama, Horror, Mystery            ",,,,,,
Charlie,"Adventure, Drama, Romance            ",,,,,,
Satyameva Jayate,"Action, Crime, Drama            ",,,,,,
Qubool Hai 2.0,Romance            ,,,,,,
Stories by Rabindranath Tagore,Drama            ,,,,,,
Aha Na Pellanta,"Comedy, Romance            ",,,,,,
Deewaar,"Action, Crime, Drama            ",,,,,,
Krrish 4,"Action, Sci-Fi, Thriller            ",,,,,,
My Darling,Drama            ,,,,,,
Gold,"Drama, History, Sport            ",,,,,,
Bombay Velvet,"Action, Crime, Drama            ",,,,,,
Pyaar Ka Punchnama 2,"Comedy, Drama, Romance            ",,,,,,
Gulabo Sitabo,"Comedy, Drama            ",,,,,,
Chingari,"Action, Thriller            ",,,,,,
Karenjit Kaur - The Untold Story of Sunny Leone,"Biography, Drama            ",,,,,,
Shooter,"Action, Crime, Drama            ",,,,,,
Awe!,"Drama, Fantasy, Horror            ",,,,,,
November Story,"Crime, Mystery, Thriller            ",,,,,,
Love Aaj Kal,"Drama, Romance            ",,,,,,
Pyaar Kiya To Darna Kya,"Action, Comedy, Drama            ",,,,,,
Taish,"Action, Thriller            ",,,,,,
Kismat Ki Lakiro Se,Drama            ,,,,,,
Padma,Drama            ,,,,,,
No One Killed Jessica,"Biography, Crime, Drama            ",,,,,,
Shaurya Aur Anokhi Ki Kahani,Drama            ,,,,,,
Fabulous Lives of Bollywood Wives,"Documentary, Reality-TV, Romance            ",,,,,,
DJ Wale Babu,null,,,,,,
Aaina,"Drama, Romance            ",,,,,,
Dhaakad,"Action, Thriller            ",,,,,,
Hichki,"Comedy, Drama            ",,,,,,
Dabangg 3,"Action, Comedy, Crime            ",,,,,,
Visaaranai,"Crime, Drama, Thriller            ",,,,,,
Madaari,"Drama, Thriller            ",,,,,,
Dongalunnaru Jagratta,Thriller            ,,,,,,
The Other End of the Line,"Comedy, Drama, Family            ",,,,,,
Honsla Rakh,"Comedy, Drama, Romance            ",,,,,,
Chillar Party,"Comedy, Drama, Family            ",,,,,,
Love Aaj Kal,"Comedy, Drama, Romance            ",,,,,,
Murder at Koh E Fiza,"Crime, Thriller            ",,,,,,
9 Hours (Created by Krish Jagarlamudi),Thriller            ,,,,,,
Shaitan,"Action, Crime, Drama            ",,,,,,
Duplicate,"Action, Comedy, Crime            ",,,,,,
Heaven,"Crime, Mystery, Thriller            ",,,,,,
Detective Byomkesh Bakshy!,"Action, Crime, Drama            ",,,,,,
Parched,Drama            ,,,,,,
Charulata,"Drama, Romance            ",,,,,,
Katamarayudu,"Action, Comedy            ",,,,,,
Bhuj: The Pride of India,"Action, Drama, History            ",,,,,,
Maine Pyar Kiya,"Drama, Musical, Romance            ",,,,,,
Dhanak,"Comedy, Drama            ",,,,,,
Boss,"Action, Comedy, Crime            ",,,,,,
Coolie No. 1,"Action, Comedy, Romance            ",,,,,,
Babumoshai Bandookbaaz,"Action, Crime, Thriller            ",,,,,,
One Night Stand,"Drama, Romance            ",,,,,,
100 Days of Love,"Comedy, Romance            ",,,,,,
Rehna Hai Teri Palkon Ki Chhaon Mein,Family            ,,,,,,
Helen,"Drama, Thriller            ",,,,,,
Morning Tea,"Short, Comedy            ",,,,,,
Bombay Begums,Drama            ,,,,,,
Ajji,"Crime, Drama            ",,,,,,
Roar,"Action, Adventure, Sci-Fi            ",,,,,,
Ghum Hai Kisikey Pyaar Meiin,"Drama, Romance            ",,,,,,
Golmaal 3,"Action, Comedy, Drama            ",,,,,,
Romeo Akbar Walter,"Action, Drama, Thriller            ",,,,,,
Malaal,"Action, Drama, Romance            ",,,,,,
Fall,"Drama, Mystery, Thriller            ",,,,,,
Enthiran,"Action, Sci-Fi, Thriller            ",,,,,,
Water,Drama            ,,,,,,
Shamitabh,Drama            ,,,,,,
Veer,"Action, Adventure, Drama            ",,,,,,
Love 360,Romance            ,,,,,,
Soft Voice,"Drama, Talk-Show            ",,,,,,
A Death in the Gunj,"Drama, Thriller            ",,,,,,
Akira,"Action, Thriller            ",,,,,,
Mandela,"Comedy, Drama            ",,,,,,
24,"Action, Comedy, Drama            ",,,,,,
Salaam-E-Ishq,"Comedy, Drama, Musical            ",,,,,,
Natchathiram Nagargirathu,"Drama, Romance            ",,,,,,
Love Duo,"Short, Drama            ",,,,,,
Photograph,"Drama, Romance            ",,,,,,
Once Upon a Time in Mumbaai,"Action, Crime, Drama            ",,,,,,
Bombay,"Drama, Romance            ",,,,,,
Drishyam 3,"Thriller, Family            ",,,,,,
Golmaal Returns,"Comedy, Crime, Mystery            ",,,,,,
Anand,"Drama, Musical            ",,,,,,
Fashion,"Drama, Romance            ",,,,,,
Shakthi: The Power,"Action, Drama, Thriller            ",,,,,,
Ram,"Action, Crime, Thriller            ",,,,,,
Dear Friend,"Comedy, Drama            ",,,,,,
Class of 83,"Action, Crime, Drama            ",,,,,,
Maatr,Thriller            ,,,,,,
1942: A Love Story,"Action, Drama, History            ",,,,,,
Andaaz,"Drama, Musical, Romance            ",,,,,,
Ishq Ki Dastaan - Naagmani,"Drama, Fantasy            ",,,,,,
Ranasthali,null,,,,,,
Khul Ja Sim Sim: Ullu Series,"Comedy, Drama, Romance            ",,,,,,
Unstoppable with NBK,"Reality-TV, Talk-Show            ",,,,,,
Kadaisi Vivasayi,"Comedy, Drama            ",,,,,,
Shivpratap Garudjhep,History            ,,,,,,
Dr. Cabbie,Comedy            ,,,,,,
Kathmandu Connection,"Action, Crime, Thriller            ",,,,,,
Dhobi Ghat,Drama            ,,,,,,
Eesho,Thriller            ,,,,,,
Ram Charan 15,Action            ,,,,,,
Creature,"Action, Horror, Sci-Fi            ",,,,,,
Hey Ram,"Crime, Drama, History            ",,,,,,
Bangalore Days,"Comedy, Drama, Romance            ",,,,,,
Naai Sekar,"Comedy, Drama            ",,,,,,
Modern Love Hyderabad,"Comedy, Drama, Family            ",,,,,,
Ragini MMS 2,Horror            ,,,,,,
Ek Duje Ke Vaaste,Romance            ,,,,,,
The Tenant,Drama            ,,,,,,
The Foreigner,"Short, Drama            ",,,,,,
Ek Hasina Thi,"Crime, Drama, Mystery            ",,,,,,
Shanghai,"Crime, Drama, Mystery            ",,,,,,
Satyavati,Crime            ,,,,,,
Varathan,"Action, Drama, Thriller            ",,,,,,
Sackboy: A Big Adventure,"Adventure, Comedy, Family            ",,,,,,
Palthu Janwar,"Comedy, Drama            ",,,,,,
Viruman,"Action, Drama            ",,,,,,
Trishna,Drama            ,,,,,,
Muddy,"Action, Thriller            ",,,,,,
Simhadri,"Action, Drama            ",,,,,,
Chup Chup Ke,"Comedy, Drama, Romance            ",,,,,,
Brindaavanam,"Action, Comedy, Drama            ",,,,,,
Agnyaathavaasi,"Action, Drama            ",,,,,,
Live Telecast,Horror            ,,,,,,
Freedom Fight,Drama            ,,,,,,
Omerta,"Action, Biography, Crime            ",,,,,,
Abrahaminte Santhathikal,"Action, Crime, Thriller            ",,,,,,
Kamalar Banabas,Romance            ,,,,,,
Kaatru Veliyidai,"Action, Drama, Romance            ",,,,,,
We Are Family,"Comedy, Drama, Family            ",,,,,,
Gaddalakonda Ganesh,"Action, Comedy, Crime            ",,,,,,
Loving Neverland,Documentary            ,,,,,,
Kaun?,"Mystery, Thriller            ",,,,,,
Saawariya,"Drama, Musical, Romance            ",,,,,,
Matrubhoomi: A Nation Without Women,Drama            ,,,,,,
Kamathipura,"Crime, Thriller            ",,,,,,
Poison,"Crime, Drama, Thriller            ",,,,,,
Sethu,"Action, Drama, Romance            ",,,,,,
Hum Tumhare Hain Sanam,"Comedy, Drama, Romance            ",,,,,,
Dushman,"Crime, Drama, Thriller            ",,,,,,
Chamatkar,"Comedy, Drama, Fantasy            ",,,,,,
Alibaba: Dastaan-E-Kabul,"Drama, Fantasy            ",,,,,,
Murder,"Drama, Romance, Thriller            ",,,,,,
Chhatrapati Shivaji,"Drama, History            ",,,,,,
By Two Love,"Drama, Romance            ",,,,,,
Madurey,Action            ,,,,,,
The Xpose,"Mystery, Thriller            ",,,,,,
Anjaam Pathiraa,"Crime, Mystery, Thriller            ",,,,,,
Love Hostel,"Action, Crime, Romance            ",,,,,,
Don,"Action, Crime, Thriller            ",,,,,,
Big Brother,"Action, Drama, Thriller            ",,,,,,
Padosan,"Comedy, Musical, Romance            ",,,,,,
Mindgame,"Crime, Drama            ",,,,,,
Rudhramadevi,"Action, Biography, Drama            ",,,,,,
The Lovers,"Action, Adventure, Romance            ",,,,,,
Mohini Bhabhi- The Cinema Dosti,Drama            ,,,,,,
Athey Kangal,"Comedy, Mystery, Thriller            ",,,,,,
Uttama Villain,"Comedy, Drama            ",,,,,,
Taxi No. 9 2 11: Nau Do Gyarah,"Comedy, Drama, Thriller            ",,,,,,
LLD,Romance            ,,,,,,
MTV India's Next Top Model,Reality-TV            ,,,,,,
The Wife,"Crime, Horror, Romance            ",,,,,,
Mudhalvan,"Action, Drama, Thriller            ",,,,,,
Phantom,"Action, Drama, Thriller            ",,,,,,
Balak Palak,Family            ,,,,,,
Kundan,"Action, Drama            ",,,,,,
Maya,"Drama, Mystery, Romance            ",,,,,,
Pehredaar,Family            ,,,,,,
Bharat Ane Nenu,"Action, Drama, Thriller            ",,,,,,
Farzi Mushaira,Comedy            ,,,,,,
Sam Bahadur,"Biography, Drama, War            ",,,,,,
L Lag Gaye,"Short, Drama            ",,,,,,
Zinda,"Action, Drama, Mystery            ",,,,,,
Saudagar,"Action, Drama, Romance            ",,,,,,
Office Scandal,Drama            ,,,,,,
Raja Babu,"Action, Comedy, Drama            ",,,,,,
Ayitha Ezhuthu,"Action, Drama, Thriller            ",,,,,,
Aattral,Action            ,,,,,,
Wild Dog,"Action, Adventure, Crime            ",,,,,,
Moondram Pirai,"Drama, Romance            ",,,,,,
Te3n,"Drama, Mystery, Thriller            ",,,,,,
Nirmal Pathak Ki Ghar Wapsi,"Drama, Family            ",,,,,,
Sanak,"Action, Thriller            ",,,,,,
Saheb Biwi Aur Gangster,"Action, Crime, Drama            ",,,,,,
Mei Hoom Moosa,Drama            ,,,,,,
Sairat,"Drama, Romance            ",,,,,,
Athidhi,Action            ,,,,,,
Aalavandhan,"Action, Crime, Thriller            ",,,,,,
Laal Ishq,"Mystery, Romance, Thriller            ",,,,,,
Vishwatma,"Action, Drama, Thriller            ",,,,,,
ViR: The Robot Boy,"Animation, Comedy, Family            ",,,,,,
Bhalobasa Bhalobasa,"Comedy, Drama, Musical            ",,,,,,
Lock Upp,Reality-TV            ,,,,,,
Nuvvostanante Nenoddantana,Romance            ,,,,,,
Aami Shudhu Cheyechhi Tomay,"Comedy, Drama, Romance            ",,,,,,
Masti,"Comedy, Crime, Mystery            ",,,,,,
Khatron Ke Khiladi,"Action, Drama            ",,,,,,
Sahib Bibi Aur Ghulam,"Drama, Musical            ",,,,,,
Vijaypath,"Action, Drama, Romance            ",,,,,,
Legends of the Ramayana with Amish,Documentary            ,,,,,,
Etharkkum Thunindhavan,"Action, Crime, Drama            ",,,,,,
Shoorveer,"Action, Drama            ",,,,,,
Son of Sardaar,"Action, Comedy, Romance            ",,,,,,
Siruthai,"Action, Crime            ",,,,,,
Yaadon Ki Baaraat,"Action, Drama, Musical            ",,,,,,
Bonyo Premer Golpo,Thriller            ,,,,,,
Thambi,"Action, Thriller            ",,,,,,
Dui Prithibi,"Drama, Romance            ",,,,,,
Rocket Singh: Salesman of the Year,"Comedy, Drama            ",,,,,,
Bandit Queen,"Action, Biography, Crime            ",,,,,,
Wanna Have a Good Time,"Comedy, Drama            ",,,,,,
Akbar Birbal,"Comedy, Drama, History            ",,,,,,
Ajnabee,"Action, Crime, Drama            ",,,,,,
Bad Boy Billionaires: India,"Documentary, Biography, Crime            ",,,,,,
The Rise of Kirmada,Animation            ,,,,,,
Miya Biwi Aur Murder,Crime            ,,,,,,
Jamai Raja,Drama            ,,,,,,
Kachche Dhaage,"Action, Drama, Thriller            ",,,,,,
Ghulam,"Action, Crime, Drama            ",,,,,,
Somarasam,"Drama, Horror, Romance            ",,,,,,
The Suite Life of Karan & Kabir,"Comedy, Drama            ",,,,,,
Pavitra Rishta,"Drama, Romance            ",,,,,,
Aankhen,"Crime, Drama, Thriller            ",,,,,,
My Love: Six Stories of True Love,"Documentary, Romance            ",,,,,,
Hunterrr,"Comedy, Romance            ",,,,,,
Shiksha Mandal,"Crime, Drama, Thriller            ",,,,,,
Laal Dupatta Malmal Ka,Romance            ,,,,,,
Go Goa Gone,"Action, Adventure, Comedy            ",,,,,,
Manmadhan,"Crime, Mystery, Romance            ",,,,,,
Dharam Kanta,"Action, Drama            ",,,,,,
Raavan,"Action, Adventure, Drama            ",,,,,,
Phas Gaye Yaaro,"Comedy, Horror            ",,,,,,
Chhalle Mundiyan,Comedy            ,,,,,,
Rain,Thriller            ,,,,,,
Love,"Drama, Thriller            ",,,,,,
What the Folks,"Comedy, Drama            ",,,,,,
Ka Pae Ranasingam,Drama            ,,,,,,
Dance Bar,Drama            ,,,,,,
Komban,"Action, Drama            ",,,,,,
Surkhi Bindi,Drama            ,,,,,,
Ayalaan,"Comedy, Sci-Fi            ",,,,,,
Khichdi: The Movie,"Comedy, Family            ",,,,,,
Checklist,"Short, Drama            ",,,,,,
Ssshhhh... Phir Koi Hai,Horror            ,,,,,,
Ishq,"Drama, Romance, Thriller            ",,,,,,
Neal 'N' Nikki,"Comedy, Musical, Romance            ",,,,,,
Yuva,"Action, Drama, Thriller            ",,,,,,
Divine Lovers,"Drama, Romance            ",,,,,,
Love Ne Mila Di Jodi,Drama            ,,,,,,
Jaya Janaki Nayaka,"Action, Romance            ",,,,,,
Apoorva Sagodharargal,"Action, Comedy, Drama            ",,,,,,
Rehnaa Hai Terre Dil Mein,"Comedy, Drama, Musical            ",,,,,,
Sketch,"Action, Thriller            ",,,,,,
Fida,"Action, Crime, Drama            ",,,,,,
Khiladiyon Ka Khiladi,"Action, Crime, Drama            ",,,,,,
Ee. Ma. Yau,"Comedy, Drama            ",,,,,,
Kundali Bhagya,Drama            ,,,,,,
Thalaivi,"Biography, Drama            ",,,,,,
Shadow Assassins,Crime            ,,,,,,
Chandragupta Maurya,"Biography, History            ",,,,,,
Saamy,"Action, Drama            ",,,,,,
BOSS: Baap of Special Services,Action            ,,,,,,
Yes Boss,"Comedy, Drama, Musical            ",,,,,,
Drushyam,"Crime, Drama, Thriller            ",,,,,,
Pachadlela,"Comedy, Horror            ",,,,,,
Mera Gaon Mera Desh,"Action, Drama            ",,,,,,
Diljale,"Action, Drama, Romance            ",,,,,,
Shaan,"Action, Adventure, Crime            ",,,,,,
Kaakha..Kaakha: The Police,"Action, Crime, Drama            ",,,,,,
Vishnu Puran,"Drama, Fantasy            ",,,,,,
Konda Polam,"Action, Adventure, Drama            ",,,,,,
Kinnara Thumbikal,"Drama, Romance            ",,,,,,
Jeans,"Comedy, Drama, Romance            ",,,,,,
Mangal Pandey: The Rising,"Biography, Drama, History            ",,,,,,
Bol Bachchan,"Action, Comedy            ",,,,,,
21 Mu Tiffin,Drama            ,,,,,,
Tinku Ki Suhaagraat,"Short, Comedy            ",,,,,,
Maari 2,"Action, Comedy            ",,,,,,
Judgementall Hai Kya,"Comedy, Drama, Mystery            ",,,,,,
Drishya 2,Drama            ,,,,,,
De Dana Dan,"Action, Comedy, Crime            ",,,,,,
Guide,"Drama, Musical, Romance            ",,,,,,
Maya,Drama            ,,,,,,
Indru Netru Naalai,"Comedy, Sci-Fi, Thriller            ",,,,,,
Charitra,"Drama, Mystery, Thriller            ",,,,,,
Kasam Teri Pyaar Ki,Romance            ,,,,,,
Villain,"Action, Crime, Thriller            ",,,,,,
Maanagaram,"Action, Thriller            ",,,,,,
Hamari Adhuri Kahani,"Drama, Romance            ",,,,,,
The Last Hour,"Crime, Drama, Fantasy            ",,,,,,
Motta Shiva Ketta Shiva,Action            ,,,,,,
Baishe Srabon,"Action, Crime, Drama            ",,,,,,
Enai Noki Paayum Thota,"Action, Drama, Romance            ",,,,,,
Masss,"Action, Comedy, Drama            ",,,,,,
Sinbad: Beyond the Veil of Mists,"Animation, Action, Adventure            ",,,,,,
Chal Mohan Ranga,Romance            ,,,,,,
Guardian,"Drama, Thriller            ",,,,,,
Antaryatri Mahapurush (The Walking God),Biography            ,,,,,,
Khilona Bana Khalnayak,"Comedy, Horror            ",,,,,,
Petta,"Action, Drama            ",,,,,,
Nikamma,"Action, Comedy, Drama            ",,,,,,
Ek Duje Ke Vaaste 2,Romance            ,,,,,,
Raabta,"Action, Drama, Fantasy            ",,,,,,
Pareeksha,Drama            ,,,,,,
Bhagya Dile Tu Mala,Drama            ,,,,,,
Idiot,"Action, Comedy, Musical            ",,,,,,
Kaksha Gyaarvi,Comedy            ,,,,,,
Nancy Rani,Comedy            ,,,,,,
Mugulu Nage,Romance            ,,,,,,
Kushi,"Comedy, Drama, Romance            ",,,,,,
KD,Drama            ,,,,,,
Indian Idol,"Music, Reality-TV            ",,,,,,
Tujhe Meri Kasam,Romance            ,,,,,,
Writer,Drama            ,,,,,,
Kammatti Paadam,"Action, Drama            ",,,,,,
Aadha Ishq,"Drama, Romance            ",,,,,,
Kotigobba 3,"Action, Drama, Romance            ",,,,,,
Upanishad Ganga,"Short, Drama, History            ",,,,,,
Neerja,"Biography, Drama, Thriller            ",,,,,,
Chhalaang,"Comedy, Drama, Sport            ",,,,,,
Sundara,"Comedy, Drama, Family            ",,,,,,
Namak Halaal,"Action, Comedy, Drama            ",,,,,,
Kadhalukku Mariyadhai,"Drama, Romance            ",,,,,,
Take One,"Drama, Family            ",,,,,,
Bombay Rose,"Animation, Drama, Romance            ",,,,,,
200: Halla Ho,"Crime, History, Thriller            ",,,,,,
Boyz,"Comedy, Drama            ",,,,,,
Baal Bhaarti,Family            ,,,,,,
Jai Maa Vaishno Devi,Drama            ,,,,,,
Mere Sai - Shraddha Aur Saburi,Biography            ,,,,,,
Sardar Ka Grandson,"Comedy, Drama, Romance            ",,,,,,
"Raja, Rasoi Aur Anya Kahaniyaan",History            ,,,,,,
Kismat Konnection,"Comedy, Drama, Romance            ",,,,,,
Office Office,Comedy            ,,,,,,
Adiyaan,Drama            ,,,,,,
Once Upon a Time in Mumbai Dobaara!,"Action, Crime, Drama            ",,,,,,
Brahmotsavam,"Action, Drama, Romance            ",,,,,,
Nagordola,Drama            ,,,,,,
Drogam: Nadanthathu Enna?,Romance            ,,,,,,
Dil Hai Tumhaara,"Drama, Romance            ",,,,,,
Kaal,"Adventure, Horror, Mystery            ",,,,,,
GG - Gandhada Gudi,"Adventure, Family, Musical            ",,,,,,
Agent Kannayiram,"Mystery, Thriller            ",,,,,,
Baal Veer,"Action, Adventure, Comedy            ",,,,,,
Army,"Action, Drama            ",,,,,,
Tandoor,"Drama, Thriller            ",,,,,,
Jeet Ki Zid,"Action, Drama            ",,,,,,
Venky Mama,"Action, Comedy, Drama            ",,,,,,
Policegiri,"Action, Comedy, Crime            ",,,,,,
Magic,Action            ,,,,,,
Vikramarkudu,Action            ,,,,,,
Naan Sirithaal,"Comedy, Drama            ",,,,,,
Chimanee Pakhre,Drama            ,,,,,,
Lage Raho Doctor,Drama            ,,,,,,
Pawankhind,"Action, Drama, History            ",,,,,,
Teri Meri Gal Ban Gayi,Drama            ,,,,,,
Thevar Magan,Drama            ,,,,,,
Mission Mangal,"Drama, History            ",,,,,,
Mere Yaar Ki Shaadi Hai,"Comedy, Drama, Romance            ",,,,,,
Mankatha,"Action, Crime, Thriller            ",,,,,,
Khufiya,"Action, Biography, Crime            ",,,,,,
Veda BF,Drama            ,,,,,,
Madam Chief Minister,Drama            ,,,,,,
Okkadu,"Action, Drama, Romance            ",,,,,,
Woh Rehne Waali Mehlon Ki,Drama            ,,,,,,
Mr. & Mrs. Mahi,Drama            ,,,,,,
